 Flight Number,Departure Delay,Arrival Delay,Airline,Origin Airport,Destination Airport,Distance,Flight Date,Delay Ratio
165,NA,-26,VX,EWR,LAX,NA,2013-10-17 13:00:00,6.5
1720,-4,-16,WN,LGA,MKE,767,2013-05-06 09:00:00,4
391,16,29, UA ,EWR,PHX,2040,2013-11-17 08:00:00,1.8125
3314,-3,-21,9E,JFK,BOS,271,2013-03-11 08:00:00,7
1386,-4,-11,B6,JFK,ROC,328,2013-11-12 12:00:00,2.75
2319,1,2,DL,LGA,MSP,1035,2013-09-30 10:00:00,2
551,1,-15,WN,LGA,BNA,764,2013-02-17 18:00:00,-15
2247,4,39,DL,LGA,ATL,747,2013-04-22 13:00:00,9.75
4507,0,-2,MQ,LGA,RDU,370,2013-03-11 21:00:00,-Inf
4,-2,1,DL,JFK,SJU,1515,2013-09-15 15:00:00,-0.5
1018,NA,NA, NA,JFK,BOS,261,2013-05-25 22:00:00,-15
314,15,-28,UA,JFK,LAX,2403,2013-12-27 20:00:00,-1.86666666666667
4309,0,52,MQ,JFK,IND,575,2013-03-16 15:00:00,Inf
1227,8,-3,UA ,EWR,PHX,2228,2013-11-27 12:00:00,-0.375
411,-3,-17,B6,JFK,LAS,2231,2013-11-09 10:00:00,5.66666666666667
4572,-3,-13,EV,EWR,GSP,517,2013-09-09 15:00:00,4.33333333333333
5714,NA,NA,EV,JFK,IAD,308,2013-03-06 19:00:00,NA
715,-9,-14,AA,LGA,DFW,1401,2013-03-31 07:00:00,1.55555555555556
1078,50,27, UA,EWR,EGE,1762,2013-12-22 10:00:00,0.54
1445,-4,6,US,LGA,CLT,511,2013-01-15 14:00:00,-1.5
3470,NA,-31,9E,JFK,CVG,674,2013-09-07 19:00:00,-15.5
2019,44,31,DL,LGA,MSP,1042,2013-07-21 18:00:00,0.704545454545455
3771,89,75,YV,LGA,IAD,132,2013-01-04 16:00:00,0.842696629213483
1058,9,2,UA,EWR,ORD,670,2013-05-28 09:00:00,0.222222222222222
571,-5,-4,UA ,EWR,IAH,1357,2013-02-06 05:00:00,0.8
1819,2,NA,DL,LGA,MSP,NA,2013-08-11 14:00:00,1
485,-6,3, DL,EWR,ATL,798,2013-08-15 09:00:00,-0.5
798,-5,-23,UA,EWR,ORD,804,2013-09-14 08:00:00,4.6
2219,-6,-23,DL,LGA,MSP,929,2013-03-27 11:00:00,3.83333333333333
117,-1,-1,AA,JFK,LAX,2457,2013-02-14 13:00:00,1
183,NA,-37,NA,EWR,SFO,2529,2013-12-27 07:00:00,-37
696,-3,-5,UA,EWR,MCO,1004,2013-04-04 20:00:00,1.66666666666667
2918,20,31,9E,JFK,IND,757,2013-12-29 14:00:00,1.55
5268,-10,25,EV,LGA,CLT,450,2013-10-23 18:00:00,-2.5
4674,82,83, MQ,LGA,CLE,420,2013-03-04 18:00:00,1.01219512195122
1479,58,41,UA ,EWR,LAX,2476,2013-09-21 10:00:00,0.706896551724138
2702,9,13,B6,JFK,BUF,268,2013-12-01 07:00:00,1.44444444444444
279,36,2,UA,EWR,PHX,2189,2013-07-19 12:00:00,0.0555555555555556
4315,-4,-1,EV,EWR,XNA,1125,2013-02-15 08:00:00,0.25
2085,-4,-31,US,LGA,CLT,633,2013-09-09 06:00:00,7.75
211,NA,NA,AA,JFK,IAH,1458,2013-11-19 17:00:00,-3
1686,185,149,UA,EWR,BOS,296,2013-07-07 21:00:00,0.805405405405405
1680,23,18, UA,EWR,MIA,1184,2013-08-23 21:00:00,0.782608695652174
1281,5,-1,UA,EWR,SFO,2550,2013-06-11 14:00:00,-0.2
884,-4,-31,DL,LGA,DEN,1618,2013-12-28 14:00:00,7.75
3798,-5,-27,9E,JFK,CLT,474,2013-04-17 19:00:00,5.4
4087,77,62,EV ,EWR,IND,609,2013-06-25 10:00:00,0.805194805194805
1668,5,20,UA,EWR,SFO,2662,2013-08-14 06:00:00,4
4684,-5,-16,EV,EWR,SDF,577,2013-10-15 16:00:00,3.2
3542,21,15,9E,JFK,MSP,1027,2013-05-31 18:00:00,0.714285714285714
405,NA,-17, NA,JFK,SFO,NA,2013-04-09 10:00:00,-17
2116,-6,-9,US,LGA,BOS,86,2013-05-30 07:00:00,1.5
515,100,95,B6,EWR,FLL,1047,2013-04-18 21:00:00,0.95
3301,NA,NA,MQ,LGA,RDU,395,2013-06-25 17:00:00,NA
2019,17,23,AA,LGA,STL,915,2013-02-11 18:00:00,1.35294117647059
299,-9,NA,B6,LGA,MCO,966,2013-12-07 17:00:00,3.44444444444444
3835,-2,12,EV,EWR,BNA,774,2013-01-21 15:00:00,-6
3374,NA,NA,MQ ,JFK,RDU,365,2013-09-12 19:00:00,NA
305,-1,3, B6,EWR,FLL,986,2013-12-31 17:00:00,-3
348,15,8,FL,LGA,ATL,744,2013-08-30 13:00:00,0.533333333333333
1705,NA,-23,WN,EWR,DEN,1629,2013-03-26 07:00:00,-4.6
435,0,-22,DL,JFK,SFO,2652,2013-10-19 18:00:00,-Inf
2019,-3,-17,DL,LGA,MSP,1004,2013-03-03 18:00:00,5.66666666666667
1634,-2,-20,B6,JFK,BTV,227,2013-11-22 09:00:00,10
1627,4,-11,UA,EWR,PBI,972,2013-11-24 06:00:00,-2.75
1459,-4,-9,US,LGA,CLT,577,2013-06-21 12:00:00,2.25
4187,-3,-15, EV,EWR,BNA,700,2013-07-13 07:00:00,5
402,-6,-15,DL,JFK,BOS,159,2013-06-16 16:00:00,2.5
4333,-6,-15,EV ,EWR,TUL,1235,2013-02-12 19:00:00,2.5
2802,-6,-3,B6,JFK,BUF,351,2013-09-24 06:00:00,0.5
1716,NA,NA,NA,LGA,ATL,704,2013-12-30 06:00:00,-5
3851,-5,-16,EV,EWR,ROC,329,2013-05-12 14:00:00,3.2
1151,1,-20,AA,LGA,DFW,1368,2013-10-28 13:00:00,-20
4334,0,-13,EV,EWR,CMH,376,2013-07-16 06:00:00,-Inf
85,19,18, B6,JFK,FLL,1126,2013-01-21 13:00:00,0.947368421052632
1401,12,13,B6,JFK,FLL,NA,2013-10-20 12:00:00,1.08333333333333
1865,-4,-42,DL,JFK,SFO,2614,2013-05-04 07:00:00,10.5
2187,-5,-14,US,LGA,DCA,248,2013-05-06 19:00:00,2.8
1507,1,17,US,EWR,CLT,567,2013-03-13 06:00:00,17
3305,7,19,MQ ,LGA,RDU,440,2013-12-29 13:00:00,2.71428571428571
3395,NA,-4,9E,JFK,DCA,236,2013-10-21 20:00:00,-0.285714285714286
1097,0,27,DL,JFK,MSY,1220,2013-03-23 19:00:00,Inf
2002,5,5, B6,JFK,BUF,401,2013-06-29 22:00:00,1
711,-2,-15,B6,JFK,LAS,2296,2013-02-25 18:00:00,7.5
4335,-9,-22,EV,EWR,XNA,1222,2013-05-28 08:00:00,2.44444444444444
1636,0,NA,UA,EWR,PBI,1055,2013-02-19 06:00:00,-Inf
930,12,-4,DL,LGA,FLL,997,2013-03-16 11:00:00,-0.333333333333333
1354,60,21,WN,LGA,BNA,679,2013-05-28 18:00:00,0.35
87,-3,-7,DL,JFK,LAX,2442,2013-04-12 19:00:00,2.33333333333333
3695,NA,NA,MQ,EWR,ORD,804,2013-04-10 15:00:00,NA
525,NA,11, NA ,LGA,IAH,1317,2013-10-03 17:00:00,-3.66666666666667
4188,-1,-12,EV,EWR,CLE,309,2013-09-29 12:00:00,12
3318,-6,-14,9E,JFK,BUF,289,2013-03-13 14:00:00,2.33333333333333
1144,-3,-19,UA,EWR,MCO,901,2013-10-31 06:00:00,6.33333333333333
837,NA,NA,F9,LGA,DEN,1652,2013-09-12 17:00:00,NA
354,-6,-18,FL,LGA,CAK,481,2013-05-27 20:00:00,3
1222,-4,-17,UA,EWR,LAS,2257,2013-06-11 14:00:00,4.25
27,11,6,B6,EWR,MCO,909,2013-07-30 06:00:00,0.545454545454545
701,1,2, UA,EWR,IAH,1442,2013-12-24 11:00:00,2
1394,0,-38,DL,JFK,PDX,2474,2013-02-13 17:00:00,-Inf
1223,NA,NA,AA,EWR,DFW,NA,2013-07-20 09:00:00,0.52112676056338
527,235,243,B6 ,EWR,MCO,946,2013-04-10 18:00:00,1.03404255319149
753,18,-3,UA,EWR,LAS,2300,2013-08-24 14:00:00,-0.166666666666667
183,-5,-24,VX,EWR,SFO,2475,2013-04-11 07:00:00,4.8
985,-7,-15,DL,JFK,BOS,110,2013-09-07 20:00:00,2.14285714285714
161,-15,-22,VX,EWR,LAX,2504,2013-11-20 09:00:00,1.46666666666667
4619,-9,6, MQ,LGA,ATL,716,2013-04-04 08:00:00,-0.666666666666667
407,113,106,UA,EWR,TPA,999,2013-10-16 15:00:00,0.938053097345133
215,-5,-19,B6,EWR,SJU,1600,2013-04-22 07:00:00,3.8
4662,-6,22,EV,EWR,RDU,482,2013-10-16 14:00:00,-3.66666666666667
485,NA,-11,NA,EWR,ATL,678,2013-09-02 09:00:00,5.5
4092,22,19,EV,EWR,DAY,510,2013-05-13 16:00:00,0.863636363636364
1511,-4,-17,B6 ,EWR,RSW,1008,2013-07-07 08:00:00,4.25
1275,43,54,DL,JFK,SLC,2040,2013-08-10 10:00:00,1.25581395348837
25,-3,-18, B6,JFK,FLL,1149,2013-05-07 08:00:00,6
3478,-4,NA,MQ,LGA,DTW,502,2013-10-18 08:00:00,1.5
4133,NA,NA,EV,EWR,GSP,685,2013-01-28 20:00:00,NA
3850,-2,-3,EV,EWR,DCA,227,2013-05-05 13:00:00,1.5
1815,-11,-28,AA,JFK,MCO,941,2013-01-29 06:00:00,2.54545454545455
57,-1,25,B6,JFK,PBI,1128,2013-04-12 09:00:00,-25
3395,NA,1,9E,JFK,DCA,125,2013-07-15 20:00:00,0.025
3405,-7,-28,9E,JFK,DCA,305,2013-01-19 08:00:00,4
1638,9,-7, UA,EWR,CLE,384,2013-01-04 16:00:00,-0.777777777777778
2159,22,22,DL ,JFK,MCO,972,2013-02-23 18:00:00,1
4625,-5,-18,EV,EWR,XNA,1117,2013-01-06 08:00:00,3.6
1600,6,0,UA,EWR,LAX,NA,2013-11-17 14:00:00,0
901,67,80,B6,JFK,FLL,1016,2013-02-27 08:00:00,1.19402985074627
643,-5,-20,UA,EWR,AUS,1553,2013-06-11 15:00:00,4
5812,-7,-12,EV,EWR,PWM,227,2013-08-30 21:00:00,1.71428571428571
745,-12,2,B6,JFK,PSE,1716,2013-09-10 23:00:00,-0.166666666666667
4131,NA,NA, NA,EWR,RIC,354,2013-10-08 18:00:00,-0.333333333333333
4213,-2,-19,EV,EWR,RDU,438,2013-08-07 07:00:00,9.5
2047,2,-4,DL,LGA,ATL,806,2013-05-20 07:00:00,-2
1547,-7,13,UA,EWR,PBI,954,2013-05-11 19:00:00,-1.85714285714286
398,-5,-19,UA ,JFK,LAX,2513,2013-10-25 11:00:00,3.8
601,-2,-8,B6,JFK,FLL,1046,2013-07-10 06:00:00,4
629,17,-8,US,JFK,PHX,2081,2013-11-12 16:00:00,-0.470588235294118
1129,-10,-31,DL,LGA,PIT,302,2013-04-03 18:00:00,3.1
5714,12,23, EV,JFK,IAD,310,2013-07-27 19:00:00,1.91666666666667
2138,1,-1,US,LGA,BOS,275,2013-04-14 18:00:00,-1
117,NA,-32,AA,JFK,LAX,2452,2013-09-13 13:00:00,-32
507,121,151,F9,LGA,DEN,1566,2013-12-14 17:00:00,1.24793388429752
1554,-5,-26,UA,EWR,TPA,956,2013-09-07 15:00:00,5.2
727,-4,-3,B6,JFK,BQN,1525,2013-03-29 23:00:00,0.75
2179,-2,-31,DL,EWR,DTW,440,2013-05-19 08:00:00,15.5
3305,0,NA,MQ ,LGA,RDU,385,2013-09-11 13:00:00,-Inf
4657,39,12, MQ,LGA,ATL,746,2013-05-15 16:00:00,0.307692307692308
4195,6,2,EV,EWR,BNA,709,2013-06-23 17:00:00,0.333333333333333
4636,32,21,EV,EWR,DCA,120,2013-03-28 09:00:00,0.65625
3359,0,10,MQ,JFK,RDU,490,2013-07-10 14:00:00,Inf
23,NA,-19,NA,JFK,SFO,NA,2013-04-30 10:00:00,-1.05555555555556
1100,3,53,UA,EWR,SEA,2315,2013-07-28 17:00:00,17.6666666666667
1,46,23,WN,LGA,MDW,675,2013-10-01 13:00:00,0.5
4187,147,170,EV,EWR,BNA,746,2013-07-28 17:00:00,1.15646258503401
712,0,-17, UA,JFK,LAX,2415,2013-07-23 06:00:00,-Inf
3621,16,16,MQ,JFK,DCA,256,2013-10-07 21:00:00,1
1010,-3,-6,B6 ,JFK,BOS,269,2013-06-07 06:00:00,2
1656,-7,-40,UA,EWR,SNA,2462,2013-03-13 18:00:00,5.71428571428571
5948,50,49,EV,EWR,ALB,57,2013-11-18 18:00:00,0.98
6067,-7,-10,EV,EWR,SBN,697,2013-09-01 08:00:00,1.42857142857143
1959,NA,NA,DL,JFK,MCO,1044,2013-01-04 08:00:00,3
1416,-2,-26,UA,EWR,DFW,1346,2013-04-09 20:00:00,13
4372,0,-13, EV,EWR,DCA,215,2013-03-30 15:00:00,-Inf
1172,-8,-2,B6,EWR,BOS,100,2013-05-23 08:00:00,0.25
4096,12,4,EV,EWR,RIC,377,2013-03-02 17:00:00,0.333333333333333
3393,-7,-4,9E,JFK,DCA,280,2013-01-23 15:00:00,0.571428571428571
4247,-4,-3,EV,EWR,DTW,401,2013-12-21 20:00:00,0.75
5222,-5,-15,EV ,LGA,BGR,366,2013-04-09 18:00:00,3
623,26,10,UA,EWR,SAN,2331,2013-12-19 07:00:00,0.384615384615385
144,29,7,WN,LGA,MKE,790,2013-12-24 12:00:00,0.241379310344828
1459,NA,-17, NA,JFK,SAT,1644,2013-04-28 17:00:00,3.4
1375,-3,9,DL,JFK,SLC,2039,2013-08-12 12:00:00,-3
721,2,-17,FL,LGA,CAK,373,2013-04-18 14:00:00,-8.5
4033,-13,-11,9E,LGA,TYS,591,2013-08-05 20:00:00,0.846153846153846
4105,-5,-26,9E,JFK,CHS,537,2013-07-24 08:00:00,5.2
2043,-1,NA,DL,JFK,ATL,NA,2013-04-28 14:00:00,0
2935,8,10,9E,JFK,PIT,252,2013-12-09 07:00:00,1.25
1193,-4,-20,AA,LGA,DFW,1389,2013-10-21 19:00:00,5
3272,-5,-24, MQ ,LGA,CLE,396,2013-09-05 08:00:00,4.8
111,36,54,B6,JFK,FLL,990,2013-05-19 19:00:00,1.5
3523,NA,-30,9E,JFK,ORD,758,2013-02-20 15:00:00,30
2159,-2,-22,DL,JFK,MCO,988,2013-09-24 19:00:00,11
3531,-8,-17,MQ,LGA,RDU,346,2013-08-08 08:00:00,2.125
1739,-8,-4,US,LGA,PHL,24,2013-12-22 06:00:00,0.5
1895,-7,-8,AA,LGA,MIA,1088,2013-08-28 06:00:00,1.14285714285714
4101,-6,-1,EV,EWR,MEM,898,2013-03-12 08:00:00,0.166666666666667
485,37,7, UA,EWR,DEN,1611,2013-06-10 06:00:00,0.189189189189189
312,-1,24,UA,EWR,SAN,2486,2013-09-11 14:00:00,-24
264,-4,1,WN,LGA,DEN,1712,2013-10-28 11:00:00,-0.25
97,-1,-6,B6 ,JFK,DEN,1631,2013-10-03 21:00:00,6
569,NA,NA,NA,EWR,ORD,665,2013-06-06 06:00:00,9
255,10,-2,US,JFK,PHL,38,2013-01-07 06:00:00,-0.2
421,-4,-35,UA,EWR,SFO,2489,2013-10-06 06:00:00,8.75
215,27,20,B6,EWR,SJU,1614,2013-05-20 07:00:00,0.740740740740741
4297,-5,-20, EV,EWR,DTW,523,2013-11-13 15:00:00,4
5048,-8,-23,EV,LGA,RIC,352,2013-08-26 20:00:00,2.875
281,-3,5,B6,JFK,HOU,1373,2013-12-07 08:00:00,-1.66666666666667
1031,20,-9,DL,LGA,DTW,581,2013-07-20 11:00:00,-0.45
1542,-9,14,UA,LGA,CLE,341,2013-07-09 15:00:00,-1.55555555555556
2162,3,-12,US,LGA,BOS,160,2013-10-18 20:00:00,-4
181,NA,-13,B6 ,JFK,SAN,NA,2013-01-09 08:00:00,4.33333333333333
1623,-6,-10,AA,EWR,MIA,1052,2013-02-13 11:00:00,1.66666666666667
525,-9,-24, B6,JFK,TPA,990,2013-09-17 06:00:00,2.66666666666667
1175,-10,-16,AA,LGA,MIA,1191,2013-09-07 06:00:00,1.6
3565,-7,-18,MQ,LGA,CLT,464,2013-08-27 09:00:00,2.57142857142857
44,39,NA,B6,JFK,BTV,310,2013-05-22 15:00:00,1.07692307692308
1150,-7,-6,UA,EWR,SFO,2466,2013-08-27 09:00:00,0.857142857142857
461,-2,-15,DL,LGA,ATL,669,2013-08-05 06:00:00,7.5
3466,9,16,MQ,LGA,RDU,475,2013-09-25 11:00:00,1.77777777777778
4687,-10,13,EV,EWR,CVG,483,2013-11-17 13:00:00,-1.3
4445,NA,-10, NA,EWR,IND,645,2013-08-19 10:00:00,1.66666666666667
2319,5,-27,DL ,LGA,MSP,1089,2013-05-13 10:00:00,-5.4
468,0,9,UA,EWR,LAX,2406,2013-05-05 18:00:00,Inf
1193,-7,-4,AA,LGA,DFW,1484,2013-11-06 19:00:00,0.571428571428571
1183,-2,-18,UA,EWR,RSW,1102,2013-07-08 06:00:00,9
604,-4,-25,US,EWR,PHX,2187,2013-06-27 10:00:00,6.25
547,5,5,UA,EWR,LAX,2549,2013-08-04 13:00:00,1
77,-3,-13,B6,JFK,FLL,1067,2013-06-09 09:00:00,4.33333333333333
315,2,-19, DL,JFK,SJU,1538,2013-04-15 13:00:00,-9.5
2118,-6,-10,US,LGA,BOS,212,2013-04-01 08:00:00,1.66666666666667
2905,NA,NA,9E,JFK,BOS,126,2013-12-28 20:00:00,4
308,-4,23,UA,EWR,DEN,1597,2013-11-22 16:00:00,-5.75
985,18,18,B6 ,LGA,TPA,925,2013-05-22 16:00:00,1
831,-7,-6,DL,LGA,DTW,474,2013-05-16 07:00:00,0.857142857142857
361,-9,-10,B6,LGA,PBI,1115,2013-02-13 09:00:00,1.11111111111111
163,18,13,B6,JFK,SRQ,NA,2013-09-01 07:00:00,0.722222222222222
4410,-8,-11, MQ,JFK,DCA,214,2013-04-21 17:00:00,1.375
1049,18,14,UA,EWR,BOS,163,2013-11-01 20:00:00,0.777777777777778
4418,0,17,MQ,JFK,DCA,168,2013-04-27 07:00:00,Inf
2119,-2,9,DL,LGA,MSP,1099,2013-07-21 08:00:00,-4.5
254,NA,-11,NA,EWR,MCO,897,2013-06-16 15:00:00,-Inf
839,7,4,B6,JFK,BQN,1518,2013-07-30 23:00:00,0.571428571428571
2074,2,-24,WN,LGA,MDW,752,2013-04-08 09:00:00,-12
1751,51,61,US ,EWR,CLT,531,2013-11-07 18:00:00,1.19607843137255
1519,-2,8, UA,EWR,MCO,902,2013-05-21 11:00:00,-4
353,15,NA,AA,LGA,ORD,701,2013-07-19 18:00:00,-1.06666666666667
1641,-1,-16,UA,EWR,MCO,926,2013-01-09 12:00:00,16
883,50,33,AA,EWR,DFW,1382,2013-07-24 15:00:00,0.66
1613,-4,-28,AA,JFK,SJU,1565,2013-02-07 18:00:00,7
2815,-7,-18,MQ,JFK,CLE,469,2013-12-27 14:00:00,2.57142857142857
189,NA,6,B6,JFK,SAN,2390,2013-11-21 09:00:00,-1
349,23,18,FL,LGA,ATL,744,2013-04-07 14:00:00,0.782608695652174
575,-9,-24, AA,JFK,EGE,1822,2013-03-31 17:00:00,2.66666666666667
345,20,9,AA,LGA,ORD,644,2013-07-03 17:00:00,0.45
1791,-5,-10,US ,LGA,CLT,463,2013-10-19 12:00:00,2
4033,NA,NA,9E,LGA,TYS,569,2013-06-30 20:00:00,NA
237,0,25,UA,EWR,ORD,671,2013-11-03 19:00:00,Inf
4577,28,73,MQ,LGA,CLT,579,2013-05-23 13:00:00,2.60714285714286
165,-4,-23,VX,EWR,LAX,2403,2013-10-01 13:00:00,5.75
695,-4,-22,DL,JFK,MCO,848,2013-07-09 11:00:00,5.5
841,NA,NA, NA,JFK,LAX,NA,2013-05-25 15:00:00,-0.727272727272727
4702,144,159,EV,EWR,GSO,514,2013-02-25 16:00:00,1.10416666666667
4471,-9,-22,MQ,LGA,RDU,443,2013-04-02 11:00:00,2.44444444444444
1271,-4,-11,B6,LGA,FLL,1066,2013-08-24 19:00:00,2.75
5268,111,120,EV,LGA,CLT,632,2013-07-18 19:00:00,1.08108108108108
1100,-3,-23,UA ,EWR,SEA,2493,2013-07-16 17:00:00,7.66666666666667
4380,0,-20,EV,EWR,MSP,1036,2013-06-09 09:00:00,-Inf
2130,-8,-11,US,LGA,BOS,93,2013-06-25 14:00:00,1.375
3404,-5,-3, MQ,LGA,RDU,451,2013-10-28 12:00:00,0.6
1129,-1,-28,DL,LGA,PIT,319,2013-04-07 18:00:00,28
4424,NA,3,EV,EWR,RDU,422,2013-11-25 06:00:00,Inf
1010,16,-6,UA,EWR,SNA,2457,2013-08-23 12:00:00,-0.375
790,-3,-6,UA,LGA,IAH,1425,2013-05-30 07:00:00,2
575,-2,19,DL,EWR,ATL,804,2013-11-07 06:00:00,-9.5
874,-1,-10,DL,LGA,MIA,1070,2013-07-26 09:00:00,10
1431,-7,NA,US,EWR,CLT,521,2013-05-31 05:00:00,2
608,7,8, B6 ,JFK,PWM,300,2013-01-22 22:00:00,1.14285714285714
3404,-6,37,MQ,LGA,RDU,366,2013-07-03 11:00:00,-6.16666666666667
3833,-6,-9,EV,EWR,CVG,482,2013-07-16 06:00:00,1.5
551,-2,-2,UA,EWR,BOS,230,2013-08-19 08:00:00,1
1626,NA,-9,NA,EWR,SAN,2345,2013-12-16 08:00:00,3
2177,-3,10,US,LGA,DCA,208,2013-08-12 11:00:00,-3.33333333333333
85,3,-23,AA,JFK,SFO,2594,2013-12-23 15:00:00,-7.66666666666667
2159,-3,-36,DL,JFK,MCO,1020,2013-05-02 19:00:00,12
318,23,8, WN,EWR,STL,795,2013-09-19 17:00:00,0.347826086956522
4393,101,100,EV,EWR,IND,NA,2013-08-07 06:00:00,0.99009900990099
1117,26,10,B6,LGA,TPA,1017,2013-12-23 16:00:00,0.384615384615385
4195,-1,-15,EV ,EWR,BNA,748,2013-10-02 17:00:00,15
34,-3,-4,B6,JFK,BTV,179,2013-08-21 11:00:00,1.33333333333333
301,-2,0,DL,JFK,SJU,1553,2013-08-22 08:00:00,0
1290,NA,NA,UA,EWR,SFO,2565,2013-04-03 08:00:00,4
1174,-5,-20,B6,EWR,BOS,124,2013-01-18 12:00:00,4
453,-4,13, B6,JFK,PBI,1057,2013-08-08 06:00:00,-3.25
354,-9,-5,FL,LGA,CAK,463,2013-02-26 20:00:00,0.555555555555556
2302,23,-2,B6,JFK,BUF,255,2013-09-07 16:00:00,-0.0869565217391304
281,0,-18,B6,JFK,HOU,1364,2013-09-23 08:00:00,-Inf
244,100,89,UA,EWR,ORD,780,2013-10-05 18:00:00,0.89
413,-3,-19,AA,JFK,SJU,1586,2013-06-06 06:00:00,6.33333333333333
1164,-5,-33,DL ,JFK,BOS,89,2013-08-03 14:00:00,6.6
4420,-5,-8,EV,EWR,ORF,215,2013-06-20 08:00:00,1.6
4558,NA,9, NA,LGA,CLE,323,2013-03-08 08:00:00,-1.8
383,NA,NA,B6,LGA,FLL,1012,2013-01-30 21:00:00,NA
5,-7,-34,B6,EWR,FLL,1115,2013-07-09 09:00:00,4.85714285714286
4326,36,29,EV,EWR,CLT,619,2013-02-10 15:00:00,0.805555555555556
1209,0,-14,UA,EWR,LAX,2459,2013-06-21 07:00:00,-Inf
345,17,NA,AA,LGA,ORD,725,2013-01-02 17:00:00,-0.117647058823529
4663,115,132,EV,EWR,RDU,497,2013-04-26 17:00:00,1.14782608695652
1443,-5,-22,US,JFK,CLT,520,2013-01-08 12:00:00,4.4
120,-4,-19, DL,JFK,LAX,2439,2013-10-01 09:00:00,4.75
15,-2,30,B6 ,JFK,SFO,2503,2013-08-13 08:00:00,-15
1480,NA,12,UA,EWR,SFO,NA,2013-10-28 10:00:00,-4
4657,-6,-4,MQ,LGA,ATL,786,2013-04-15 16:00:00,0.666666666666667
2488,NA,NA,AA,EWR,DFW,1432,2013-12-06 17:00:00,NA
420,46,40,UA,EWR,MCO,873,2013-05-26 15:00:00,0.869565217391304
705,9,11,B6,JFK,SJU,1584,2013-06-14 14:00:00,1.22222222222222
3885,75,50,9E,JFK,BWI,164,2013-10-11 20:00:00,0.666666666666667
17,-4,-16, US,JFK,PHX,2228,2013-06-23 16:00:00,4
163,0,-10,B6,JFK,SRQ,1069,2013-08-11 07:00:00,-Inf
641,-5,11,B6,JFK,SFO,2655,2013-02-03 10:00:00,-2.2
975,11,-22,DL,LGA,PIT,424,2013-05-21 19:00:00,-2
3542,NA,NA,NA ,JFK,MSP,1000,2013-09-08 18:00:00,-0.692307692307692
2231,-5,-39,DL,LGA,DTW,504,2013-07-06 16:00:00,7.8
1416,-3,-11,UA,EWR,IAH,1359,2013-01-29 19:00:00,3.66666666666667
698,-3,-10,UA,LGA,IAH,1411,2013-07-31 05:00:00,3.33333333333333
3611,-2,78, 9E,JFK,PIT,280,2013-07-23 08:00:00,-39
1139,50,26,UA,EWR,DEN,1652,2013-06-16 21:00:00,0.52
1099,-3,-19,B6,LGA,MCO,913,2013-11-18 06:00:00,6.33333333333333
3616,12,29,MQ,LGA,MSP,1067,2013-11-12 12:00:00,2.41666666666667
4640,47,34,EV,EWR,DAY,441,2013-07-29 12:00:00,0.723404255319149
1498,3,-20,WN,EWR,HOU,1502,2013-09-14 15:00:00,-6.66666666666667
397,NA,3,UA,JFK,SFO,2636,2013-03-15 08:00:00,-3
2280,-7,-31,B6 ,EWR,BOS,105,2013-12-24 08:00:00,4.42857142857143
3829,-8,5, EV,EWR,STL,909,2013-11-02 06:00:00,-0.625
6002,70,51,EV,EWR,SDF,620,2013-07-31 15:00:00,0.728571428571429
430,-1,3,DL,JFK,SFO,2585,2013-12-02 07:00:00,-3
553,-2,NA,B6,EWR,RSW,NA,2013-03-26 08:00:00,3.5
581,121,160,B6,JFK,HOU,1331,2013-06-27 14:00:00,1.32231404958678
561,-1,0,UA,LGA,DEN,1709,2013-12-31 08:00:00,0
947,-2,-25,DL,LGA,ATL,776,2013-03-02 19:00:00,12.5
5797,35,20,EV,EWR,RIC,222,2013-11-28 11:00:00,0.571428571428571
1359,NA,-15, NA,EWR,DFW,1307,2013-09-01 15:00:00,-0.9375
3373,161,141,9E,JFK,RDU,406,2013-02-11 19:00:00,0.875776397515528
3832,-5,-12,EV ,EWR,BUF,254,2013-06-03 12:00:00,2.4
4536,110,108,EV,EWR,CVG,604,2013-06-30 20:00:00,0.981818181818182
97,-6,-9,B6,JFK,DEN,1567,2013-12-24 21:00:00,1.5
1480,-5,-12,UA,EWR,SFO,2621,2013-09-02 08:00:00,2.4
12,33,24,B6,JFK,SYR,276,2013-02-21 15:00:00,0.727272727272727
5258,149,144,EV,LGA,MHT,284,2013-06-13 22:00:00,0.966442953020134
3319,-4,-18, 9E,JFK,BUF,223,2013-07-14 12:00:00,4.5
301,127,141,B6,JFK,FLL,1120,2013-12-16 14:00:00,1.11023622047244
4535,NA,NA,EV,EWR,MSP,908,2013-08-16 06:00:00,-6.33333333333333
1110,96,104,UA,EWR,BOS,156,2013-06-25 16:00:00,1.08333333333333
1437,-4,-34,UA,EWR,DEN,1694,2013-11-29 08:00:00,8.5
2083,-7,-6,US ,LGA,CLT,497,2013-09-09 12:00:00,0.857142857142857
112,-2,-4,B6,JFK,BUF,332,2013-04-25 22:00:00,2
1556,3,71,UA,EWR,SFO,2664,2013-06-25 16:00:00,23.6666666666667
3433,63,69, MQ,JFK,DCA,311,2013-08-13 15:00:00,1.0952380952381
831,-4,5,DL,LGA,DTW,524,2013-08-27 07:00:00,-1.25
4682,-4,-2,EV,EWR,SYR,155,2013-02-23 08:00:00,0.5
2002,-5,-19,B6,JFK,BUF,208,2013-08-24 22:00:00,3.8
